adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-18-243721	1269190	EMERGING CTA PORTFOLIO LP	6221	US	NY	NEW YORK	10036	522 FIFTH AVENUE		212-296-1999	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	NY	000000000	CITIGROUP EMERGING CTA PORTFOLIO LP	20031105	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:20:00.0	0	1	cta-20180630.xml	1	
0001193125-18-243725	1068237	GLOBAL DIVERSIFIED FUTURES FUND L.P.	6221	US	NY	NEW YORK	10036	C/O CITIGROUP MANAGED FUTURES LLC	522 FIFTH AVENUE -14TH FLOOR	212-296-1999	US	NY	NEW YORK	10036	C/O CITIGROUP MANAGED FUTURES LLC	522 FIFTH AVENUE -14TH FLOOR			000000000	CITIGROUP GLOBAL DIVERSIFIED FUTURES FUND L P	20080902	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:21:00.0	0	1	gdff-20180630.xml	1	
0001193125-18-243733	1325676	CERES TACTICAL COMMODITY L.P.	6221	US	NY	NEW YORK	10036	522 FIFTH AVENUE		212-296-1999	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	NY	202718952	MANAGED FUTURES PREMIER AVENTIS II L.P.	20130214	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:25:00.0	0	1	ck0001325676-20180630.xml	1	
0001193125-18-243736	1386164	CERES ABINGDON L.P.	6221	US	NY	NEW YORK	10036	522 FIFTH AVENUE		(855) 672-44	US	NY	New York	10036	522 FIFTH AVENUE		US	NY	203845005	MANAGED FUTURES PREMIER ABINGDON L.P.	20121205	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:27:00.0	0	1	abff-20180630.xml	1	
0001193125-18-243744	1075706	CITIZENS HOLDING CO /MS/	6022	US	MS	PHILADELPHIA	39350	P O BOX 209		6016564692	US	MS	PHILADELPHIA	39350	P O BOX 209		US	MS	640666512			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:30:00.0	0	1	cizn-20180630.xml	1	
0001193125-18-243749	1504886	CERES TACTICAL MACRO L.P.	6221	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES, LLC	522 FIFTH AVENUE	212-296-1999	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES, LLC	522 FIFTH AVENUE	US	DE	000000000	MANAGED FUTURES PREMIER MACRO L.P.	20160204	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:32:00.0	0	1	ck0001504886-20180630.xml	1	
0001193125-18-243752	1067837	ENTERCOM COMMUNICATIONS CORP	4832	US	PA	BALA CYNWYD	19004	401 E. CITY AVENUE	SUITE 809	610-660-5610	US	PA	BALA CYNWYD	19004	401 E. CITY AVENUE	SUITE 809	US	PA	231701044			2-ACC	1	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:34:00.0	0	1	etm-20180630.xml	1	
0001193125-18-243765	1057051	MANAGED FUTURES PREMIER ENERGY FUND L.P.	6200	US	NY	NEW YORK	10036	522 FIFTH AVENUE		855-672-4468	US	NY	NEW YORK	10036	522 FIFTH AVENUE				133986032	AAA CAPITAL ENERGY FUND L.P.	20091014	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:38:00.0	0	1	acef-20180630.xml	1	
0001193125-18-243766	1227268	MANAGED FUTURES PREMIER ENERGY FUND L.P. II	6221	US	NY	NEW YORK	10036	522 FIFTH AVENUE		212-296-1999	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	NY	030407557	AAA CAPITAL ENERGY FUND L.P. II	20090928	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:38:00.0	0	1	ck0001227268-20180630.xml	1	
0001193125-18-243775	914747	MORGAN STANLEY SMITH BARNEY CHARTER ASPECT L.P.	6798	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	855-672-4468	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	US	DE	133775071	MORGAN STANLEY CHARTER ASPECT L.P.	20061017	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:44:00.0	0	1	mscd-20180630.xml	1	
0001193125-18-243789	1097396	CERES TACTICAL CURRENCY L.P.	6221	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	855-672-4468	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	US	DE	000000000	MORGAN STANLEY SMITH BARNEY SPECTRUM CURRENCY & COMMODITY L.P.	20120109	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:51:00.0	0	1	ck0001097396-20180630.xml	1	
0001193125-18-243795	873799	MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP	6798	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	855-672-4468	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	US	DE	133619290	MORGAN STANLEY SPECTRUM SELECT LP	20011101	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:55:00.0	0	1	dwsf-20180630.xml	1	
0001193125-18-243797	925263	MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP	6798	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	855-672-4468	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE, 14TH FLOOR	US	NY	133782225	MORGAN STANLEY SPECTRUM STRATEGIC LP	20011101	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 10:55:00.0	0	1	dwss-20180630.xml	1	
0001193125-18-243802	1043565	POTOMAC FUTURES FUND LP	6221	US	NY	NEW YORK	10036	522 FIFTH AVENUE		212-296-1999	US	NY	NEW YORK	10036	522 FIFTH AVENUE		US	NY	133937275	SMITH BARNEY POTOMAC FUTURES FUND LP	19970806	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:00:00.0	0	1	poto-20180630.xml	1	
0001193125-18-243805	1066656	MANAGED FUTURES PREMIER GRAHAM L.P.	6221	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE	855-672-4468	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE	US	DE	134018068	MANAGED FUTURES CHARTER GRAHAM L.P.	20100930	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:01:00.0	0	1	mscg-20180630.xml	1	
0001193125-18-243814	1209709	CERES TACTICAL SYSTEMATIC L.P.	6798	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE	(855) 672-44	US	NY	NEW YORK	10036	C/O CERES MANAGED FUTURES LLC	522 FIFTH AVENUE	US	NY	134224248	TACTICAL DIVERSIFIED FUTURES FUND L.P.	20091014	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:08:00.0	0	1	tdff-20180630.xml	1	
0001193125-18-243842	1378946	PEOPLE'S UNITED FINANCIAL, INC.	6035	US	CT	BRIDGEPORT	06604	C/O PEOPLE'S BANK	850 MAIN STREET	203-338-4114	US	CT	BRIDGEPORT	06604	C/O PEOPLE'S BANK	850 MAIN STREET	US	DE	000000000			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:26:00.0	0	1	pbct-20180630.xml	1	
0001193125-18-243852	1415311	PROSHARES TRUST II	6221	US	MD	BETHESDA	20814	7501 WISCONSIN AVE	SUITE 1000	240-497-6400	US	MD	BETHESDA	20814	7501 WISCONSIN AVE	SUITE 1000	US	DE	000000000	COMMODITIES & CURRENCIES TRUST	20071016	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:36:00.0	0	1	ck0001415311-20180630.xml	1	
0001193125-18-243879	880631	WISDOMTREE INVESTMENTS, INC.	6211	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	212-801-2080	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	US	DE	133487784	INDEX DEVELOPMENT PARTNERS INC	20020812	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 11:57:00.0	0	1	wetf-20180630.xml	1	
0001193125-18-243994	819220	MULTI COLOR CORP	2750	US	OH	BATAVIA	45103	4053 CLOUGH WOODS DRIVE		513-381-1480	US	OH	BATAVIA	45103	4053 CLOUGH WOODS DRIVE		US	OH	311125853	MULTI COLOR CORP	19940808	1-LAF	0	0331	10-Q	20180630	2018	Q1	20180809	2018-08-09 13:07:00.0	0	1	labl-20180630.xml	1	
0001193125-18-244082	1697152	CONVERGEONE HOLDINGS, INC.	7372	US	MN	EAGAN	55121	3344 HIGHWAY 149		651-393-3632	US	MN	EAGAN	55121	3344 HIGHWAY 149		US	DE	814619427	FORUM MERGER CORP	20170203	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 14:23:00.0	0	1	cvon-20180630.xml	1	
0001193125-18-244101	880417	CSB BANCORP INC /OH	6022	US	OH	MILLERSBURG	44654	91 NORTH CLAY ST		3306749015	US	OH	MILLERSBURG	44654	91 NORTH CLAY ST		US	OH	341687530			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 14:37:00.0	0	1	csbb-20180630.xml	1	
0001193125-18-244138	1494904	GLOBAL INDEMNITY LTD	6331	KY		GEORGE TOWN	KY1-9008	27 HOSPITAL ROAD		610-664-1500	US	PA	BALA CYNWYD	19004	3 BALA PLAZA EAST	SUITE 300	KY		981304287	GLOBAL INDEMNITY PLC	20100622	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 14:48:00.0	0	1	gbli-20180630.xml	1	
0001193125-18-244173	1275101	BANK OF THE JAMES FINANCIAL GROUP INC	6022	US	VA	LYNCHBURG	24505	P O BOX 1200		4348462000							US	VA	200500300			5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 15:06:00.0	0	1	botj-20180630.xml	1	
0001193125-18-244286	1368148	ATHERSYS, INC / NEW	2834	US	OH	CLEVELAND	44115-2634	3201 CARNEGIE AVENUE		216-431-9900	US	OH	CLEVELAND	44115-2634	3201 CARNEGIE AVENUE		US	DE	204864095	BTHC VI INC	20060629	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 15:55:00.0	0	1	athx-20180630.xml	1	
0001193125-18-244299	19871	CHICAGO RIVET & MACHINE CO	3540	US	IL	NAPERVILLE	60566	901 FRONTENAC RD	P O BOX 3061	6303578500	US	IL	NAPERVILLE	60566	901 FRONTENAC RD	P O BOX 3061	US	IL	360904920			5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:03:00.0	0	1	cvr-20180630.xml	1	
0001193125-18-244303	1610532	HORTONWORKS, INC.	7372	US	CA	SANTA CLARA	95054	5470 GREAT AMERICA PARKWAY		408-916-4121	US	CA	SANTA CLARA	95054	5470 GREAT AMERICA PARKWAY		US	DE	371634325			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:05:00.0	0	1	hdp-20180630.xml	1	
0001193125-18-244307	1173489	CEVA INC	3674	US	CA	MOUNTAIN VIEW	94040	1174 CASTRO STREET	SUITE 210	650-417-7900	US	CA	MOUNTAIN VIEW	94040	1174 CASTRO STREET	SUITE 210	US	DE	770556376	CEVA  INC	20031208	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:07:00.0	0	1	ceva-20180630.xml	1	
0001193125-18-244308	90896	SKYLINE CHAMPION CORP	2451	US	IN	ELKHART	46515	2520 BY-PASS RD	P O BOX 743	5742946521	US	IN	ELKHART	46515	P O BOX 743		US	IN	351038277	SKYLINE CORP	19920703	2-ACC	0	0331	10-Q	20180630	2018	Q1	20180809	2018-08-09 16:07:00.0	0	1	sky-20180630.xml	1	
0001193125-18-244310	1038222	REIS, INC.	7389	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS	FLOOR 30	2129211122	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS	FLOOR 30	US	MD	133926898	WELLSFORD REAL PROPERTIES INC	19970423	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:07:00.0	0	1	reis-20180630.xml	1	
0001193125-18-244313	1693415	TRANSLATE BIO, INC.	2836	US	MA	LEXINGTON	02421	29 HARTWELL AVENUE		617-945-7361	US	MA	LEXINGTON	02421	29 HARTWELL AVENUE		US	DE	611807780	RANA THERAPEUTICS, INC.	20161228	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:08:00.0	0	1	tbio-20180630.xml	1	
0001193125-18-244340	798528	ODYSSEY MARINE EXPLORATION INC	4400	US	FL	TAMPA	33607	5215 WEST LAUREL STREET		(813) 876-17	US	FL	TAMPA	33607	5215 WEST LAUREL STREET		US	NV	841018684	UNIVERSAL CAPITAL CORP	19920703	3-SRA	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:17:00.0	0	1	omex-20180630.xml	1	
0001193125-18-244346	1341235	ALDEYRA THERAPEUTICS, INC.	2834	US	MA	LEXINGTON	02421	131 HARTWELL AVENUE	SUITE 320	781-761-4904	US	MA	LEXINGTON	02421	131 HARTWELL AVENUE	SUITE 320	US	DE	000000000	ALDEXA THERAPEUTICS, INC.	20130102	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:17:00.0	0	1	aldx-20180630.xml	1	
0001193125-18-244360	1690585	MAGENTA THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET		857-201-2700	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET		US	DE	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:21:00.0	0	1	mgta-20180630.xml	1	
0001193125-18-244372	1339469	CHIASMA, INC	2834	US	MA	WALTHAM	02451	460 TOTTEN POND ROAD	SUITE 530	617-928-5300	US	MA	WALTHAM	02451	460 TOTTEN POND ROAD	SUITE 530	US	DE	000000000	CHIASMA INC	20050922	4-NON	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:25:00.0	0	1	chma-20180630.xml	1	
0001193125-18-244388	1340652	CHEMOCENTRYX, INC.	2834	US	CA	MOUNTAIN VIEW	94043	850 MAUDE AVENUE		650-210-2900	US	CA	MOUNTAIN VIEW	94043	850 MAUDE AVENUE		US	DE	943254365			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:29:00.0	0	1	ccxi-20180630.xml	1	
0001193125-18-244422	1374690	ZAFGEN, INC.	2834	US	MA	BOSTON	02114	175 PORTLAND STREET	4TH FLOOR	617-622-4003	US	MA	BOSTON	02114	175 PORTLAND STREET	4TH FLOOR	US	DE	203857670	ZAFGEN INC	20060906	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:32:00.0	0	1	zfgn-20180630.xml	1	
0001193125-18-244442	1407067	FRANKLIN FINANCIAL NETWORK INC.	6022	US	TN	FRANKLIN	37064	722 COLUMBIA AVENUE		615-236-2265	US	TN	Franklin	37064	722 COLUMBIA AVENUE		US	TN	208839445			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:35:00.0	0	1	fsb-20180630.xml	1	
0001193125-18-244456	354647	CVB FINANCIAL CORP	6022	US	CA	ONTARIO	91764	701 N HAVEN AVE STE 300		9099804030	US	CA	ONTARIO	91764	701 N HAVEN AVENUE		US	CA	953629339			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:41:00.0	0	1	cvbf-20180630.xml	1	
0001193125-18-244470	356171	TRICO BANCSHARES /	6022	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	5308980300	US	CA	CHICO	95973	TRICO BANCSHARES	63 CONSTITUTION DRIVE	US	CA	942792841			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:48:00.0	0	1	tcbk-20180630.xml	1	
0001193125-18-244471	1478069	CONTRAFECT CORP	2834	US	NY	YONKERS	10701	28 WELLS AVENUE	3RD FLOOR	914-207-2300	US	NY	YONKERS	10701	28 WELLS AVENUE	3RD FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 16:47:00.0	0	1	cfrx-20180630.xml	1	
0001193125-18-244507	1103021	BIODELIVERY SCIENCES INTERNATIONAL INC	2834	US	NC	RALEIGH	27612	4131 PARKLAKE AVENUE	SUITE 225	919 582 9050	US	NC	RALEIGH	27612	4131 PARKLAKE AVENUE	SUITE 225	US	DE	352089858	MAS ACQUISITION XXIII CORP	20000111	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 17:02:00.0	0	1	bdsi-20180630.xml	1	
0001193125-18-244528	814453	NEWELL BRANDS INC	3089	US	NJ	HOBOKEN	07030	221 RIVER STREET		770.418.7000	US	NJ	HOBOKEN	07030	221 RIVER STREET		US	DE	363514169	NEWELL RUBBERMAID INC	19990329	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 17:10:00.0	0	1	nwl-20180630.xml	1	
0001193125-18-244555	1587221	ZOSANO PHARMA CORP	2834	US	CA	FREMONT	94555	34790 ARDENTECH COURT		510-745-1200	US	CA	FREMONT	94555	34790 ARDENTECH COURT		US	DE	454488360	ZP HOLDINGS INC	20130919	5-SML	0	1231	10-Q	20180630	2018	Q2	20180809	2018-08-09 17:18:00.0	0	1	zsan-20180630.xml	1	
0001193125-18-245070	1707502	SOLID BIOSCIENCES INC.	2836	US	MA	CAMBRIDGE	02139	141 PORTLAND STREET, FIFTH FLOOR		617-337-4682	US	MA	CAMBRIDGE	02139	141 PORTLAND STREET, FIFTH FLOOR				900943402	SOLID BIOSCIENCES, LLC	20170524	4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 07:40:00.0	0	1	sldb-20180630.xml	1	
0001193125-18-245237	1437226	MASTECH DIGITAL, INC.	8742	US	PA	MOON TOWNSHIP	15108	1305 CHERRINGTON PARKWAY	BUILDING 210, SUITE 400	412-787-2100	US	PA	MOON TOWNSHIP	15108	1305 CHERRINGTON PARKWAY	BUILDING 210, SUITE 400	US	PA	262753540	MASTECH HOLDINGS, INC.	20080610	5-SML	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 08:57:00.0	0	1	mhh-20180630.xml	1	
0001193125-18-245633	97210	TERADYNE, INC	3825	US	MA	NORTH READING	01864	600 RIVERPARK DRIVE		978-370-2700	US	MA	NORTH READING	01864	600 RIVERPARK DRIVE		US	MA	042272148	TERADYNE INC	19920703	1-LAF	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 13:03:00.0	0	1	ter-20180701.xml	1	
0001193125-18-246028	1065201	AMERINST INSURANCE GROUP LTD	6399	BM		HAMILTON	HMGX	CEDAR MANAGEMENT LIMITED, 25 CHURCH ST.	CONTINENTAL BLDG, , P.O. BOX HM 1601	4412963973	BM		HAMILTON	HMGX	CEDAR MANAGEMENT LIMITED, 25 CHURCH ST.	CONTINENTAL BLDG, , P.O. BOX HM 1601	BM		980207447			5-SML	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 16:05:00.0	0	1	aigt-20180630.xml	1	
0001193125-18-246038	1713407	OAKTREE REAL ESTATE INCOME TRUST, INC.	6798	US	CA	LOS ANGELES	90071	C/O OAKTREE FUND ADVISORS, LLC	333 S. GRAND AVENUE, 28TH FLOOR	213-830-6300	US	CA	LOS ANGELES	90071	C/O OAKTREE FUND ADVISORS, LLC	333 S. GRAND AVENUE, 28TH FLOOR			822365593			4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 16:08:00.0	0	1	ck0001713407-20180630.xml	1	
0001193125-18-246077	1695098	MODERN MEDIA ACQUISITION CORP.	6770	US	GA	ATLANTA	30309	1180 PEACHTREE STREET, N.E.	SUITE 2400	(404) 443-11	US	GA	ATLANTA	30309	1180 PEACHTREE STREET, N.E.	SUITE 2400	US	DE	000000000			4-NON	0	0331	10-Q	20180630	2018	Q1	20180810	2018-08-10 16:23:00.0	0	1	mmdm-20180630.xml	1	
0001193125-18-246086	1075124	THOMSON REUTERS CORP /CAN/	2741	CA	ON	TORONTO	M5H 2R2	333 BAY STREET	SUITE 400	4166877500	CA	ON	TORONTO	M5H 2R2	333 BAY STREET	SUITE 400	CA	ON	980176673	THOMSON CORP /CAN/	19981211		0	0630	6-K	20180630	2018	FY	20180810	2018-08-10 16:30:00.0	0	1	tri-20180630.xml	1	
0001193125-18-246098	1725134	LEO HOLDINGS CORP.	6770	GB		LONDON	SW1X7HF	21 GROSVENOR PLACE		442072012281	GB		LONDON	SW1X7HF	21 GROSVENOR PLACE		KY		981399727			4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 16:32:00.0	0	1	ck0001725134-20180630.xml	1	
0001193125-18-246112	1640428	EVERQUOTE, INC.	7370	US	MA	CAMBRIDGE	02139	210 BROADWAY		617-245-0615	US	MA	CAMBRIDGE	02139	210 BROADWAY		US	DE	263101161			4-NON	0	1231	10-Q	20180630	2018	Q2	20180810	2018-08-10 16:34:00.0	0	1	ever-20180630.xml	1	
0001193125-18-246273	917523	REVOLUTION LIGHTING TECHNOLOGIES, INC.	3640	US	CT	STAMFORD	06901	177 BROAD STREET	12TH FLOOR	203-504-1111	US	CT	STAMFORD	06901	177 BROAD STREET	12TH FLOOR	US	DE	593046866	NEXXUS LIGHTING, INC.	20070417	2-ACC	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-10 18:01:00.0	0	1	rvlt-20180630.xml	1	
0001193125-18-246550	1279695	UNIVERSAL BIOSENSORS INC	3841	AU		VICTORIA	3178	1 CORPORATE AVENUE	ROWVILLE	613-9213-900	AU		VICTORIA	3178	1 CORPORATE AVENUE	ROWVILLE	US	DE	980424072			5-SML	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 06:08:00.0	0	1	ubi-20180630.xml	1	
0001193125-18-246949	770460	PEOPLES FINANCIAL CORP /MS/	6022	US	MS	BILOXI	39530	152 LAMEUSE STREET	P O BOX 529	2284355511	US	MS	BILOXI	39533-0529	P O BOX 529		US	MS	640709834			5-SML	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 12:00:00.0	0	1	pfbx-20180630.xml	1	
0001193125-18-247147	932696	INSIGHT ENTERPRISES INC	5961	US	AZ	TEMPE	85283	6820 SOUTH HARL AVENUE		480-902-1001	US	AZ	TEMPE	85283	6820 SOUTH HARL AVENUE		US	DE	860766246			1-LAF	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 14:31:00.0	0	1	nsit-20180630.xml	1	
0001193125-18-247281	1622229	UNUM THERAPEUTICS INC.	2834	US	MA	CAMBRIDGE	02140	200 CAMBRIDGE PARK DRIVE	SUITE 3100	617-945-5576	US	MA	CAMBRIDGE	02140	200 CAMBRIDGE PARK DRIVE	SUITE 3100	US	DE	465308248	UNUM THERAPEUTICS, INC.	20141014	4-NON	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 16:10:00.0	0	1	umrx-20180630.xml	1	
0001193125-18-247326	1174940	ORAGENICS INC	2834	US	FL	TAMPA	33634	4902 EISENHOWER BLVD	SUITE 125	8132867900	US	FL	TAMPA	33634	4902 EISENHOWER BLVD	SUITE 125	US	FL	593410522			5-SML	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 16:33:00.0	0	1	ogen-20180630.xml	1	
0001193125-18-247343	40730	MOTORS LIQUIDATION CO	3711	US	MI	DETROIT	48265-3000	500 RENAISSANCE CTR	SUITE 1400	313 556-5000	US	MI	DETROIT	48265-3000	500 RENAISSANCE CTR	SUITE 1400	US	DE	380572515	GENERAL MOTORS CORP	19930816	4-NON	0	0331	10-Q	20180630	2018	Q1	20180813	2018-08-13 16:42:00.0	0	1	mtlqq-20180630.xml	1	
0001193125-18-247387	1168990	SUPERFUND GREEN, L.P.	6221	GD		ST. GEORGE'S	00000	LE MARQUIS COMPLEX UNIT 5	PO BOX 1479 GRAND ANSE	3129866960	GD		ST. GEORGE'S	00000	LE MARQUIS COMPLEX UNIT 5	PO BOX 1479 GRAND ANSE	GD		000000000	QUADRIGA SUPERFUND	20020312	5-SML	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 17:02:00.0	0	1	ck0001168990-20180630.xml	1	
0001193125-18-247436	1615165	VERITONE, INC.	7374	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		888-507-1737	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		US	DE	471161641			5-SML	0	1231	10-Q	20180630	2018	Q2	20180813	2018-08-13 17:22:00.0	0	1	veri-20180630.xml	1	
0001193125-18-247509	1052354	MAN AHL DIVERSIFIED I LP	6221	US	IL	CHICAGO	60606	123 NORTH WACKER DRIVE	SUITE 2800	312-881-6800	US	IL	CHICAGO	60606	123 NORTH WACKER DRIVE	SUITE 2800	US	DE	000000000			4-NON	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-13 18:37:00.0	0	1	madl-20180630.xml	1	
0001193125-18-247867	1133416	GALECTIN THERAPEUTICS INC	2834	US	GA	NORCROSS	30071	4960 PEACHTREE INDUSTRIAL BOULEVARD	SUITE 240	678-620-3186	US	GA	NORCROSS	30071	4960 PEACHTREE INDUSTRIAL BOULEVARD	SUITE 240	US	NV	043562325	PRO PHARMACEUTICALS INC	20010612	5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 07:48:00.0	0	1	galt-20180630.xml	1	
0001193125-18-247872	1627857	SAILPOINT TECHNOLOGIES HOLDINGS, INC.	7372	US	TX	AUSTIN	78726	11305 FOUR POINTS DRIVE, BLDG. 2	SUITE 100	(512) 346-20	US	TX	AUSTIN	78726	11305 FOUR POINTS DRIVE, BLDG. 2	SUITE 100			471628077			4-NON	0	1231	S-1/A	20180630	2018	Q2	20180814	2018-08-14 07:55:00.0	0	1	sail-20180630.xml	1	
0001193125-18-248128	66496	MILLS MUSIC TRUST	6794	US	NY	NEW YORK	10018	1001 AVENUE OF THE AMERICAS	2ND FLOOR	2128685781	US	NY	NEW YORK	10018	1001 AVENUE OF THE AMERICAS	2ND FLOOR	US	NY	136183792			5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 10:39:00.0	0	1	mmtrs-20180630.xml	1	
0001193125-18-248287	313151	SADDLEBROOK RESORTS INC	6500	US	FL	WESLEY CHAPEL	33543-4499	5700 SADDLEBROOK WAY		8139731111	US	FL	WESLEY CHAPEL	33543-4499	5700 SADDLEBROOK WAY		US	FL	591917822			5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 14:26:00.0	0	1	saddp-20180630.xml	1	
0001193125-18-248310	1657642	PARKWAY ACQUISITION CORP.	6022	US	VA	FLOYD	24091	101 JACKSONVILLE CIRCLE		540-745-4191	US	VA	FLOYD	24091	101 JACKSONVILLE CIRCLE		US	VA	475486027			5-SML	0	1231	10-Q	20180630	2018	Q2	20180814	2018-08-14 14:57:00.0	0	1	pkkw-20180630.xml	1	
